Year,Entity,Gini,Top_10_share,Bottom_50_share
1998,United Arab Emirates,65.6802051963233,54.19,9.97
2009,United Arab Emirates,67.6088348550998,56.19,8.84
2013,United Arab Emirates,61.7477285610356,48.38,11.14
2014,United Arab Emirates,62.0527349231921,48.58,10.96
2018,United Arab Emirates,59.44058445381341,47.78,12.81
2008,Afghanistan,52.4523890288169,41.94,17.16
2012,Afghanistan,49.2655841152544,38.76,19.0
2017,Afghanistan,51.5393122176032,41.01,17.79
1996,Albania,46.762983546215494,32.57,18.8
2002,Albania,48.169804657594604,33.64,17.96
2005,Albania,47.4481877113181,33.12,18.43
2008,Albania,47.2131626400237,33.07,18.59
2012,Albania,46.7515321284942,33.0,19.05
2015,Albania,49.3067210753804,35.23,17.61
2016,Albania,50.504972333087395,35.78,16.48
2017,Albania,49.776038364733196,35.45,17.06
2018,Albania,49.1265747704805,35.03,17.49
1996,Armenia,58.842226078120795,46.77,13.48
1999,Armenia,55.2911803744848,44.17,15.68
2002,Armenia,53.526513685688904,42.91,16.84
2003,Armenia,52.679757944448404,42.55,17.53
2004,Armenia,55.557885030715006,45.67,16.14
2005,Armenia,54.878909431526104,45.0,16.48
2006,Armenia,48.4885356993523,37.77,19.32
2007,Armenia,49.6552854209103,38.41,18.56
2008,Armenia,48.113927882865696,36.96,19.33
2009,Armenia,47.4680356055828,36.37,19.74
2010,Armenia,49.8014068033392,39.12,18.78
2011,Armenia,48.2049842063567,37.29,19.48
2012,Armenia,48.179293089735594,37.7,19.63
2013,Armenia,48.938826229422,37.99,19.06
2014,Armenia,49.9119021007033,39.16,18.57
2015,Armenia,51.1253043202704,40.56,18.03
2016,Armenia,51.5597946715879,39.83,17.36
2017,Armenia,53.8975675509633,43.5,16.83
2018,Armenia,53.986422609656906,43.74,16.74
1995,Angola,68.2465771714575,58.03,9.15
2000,Angola,68.2465814322583,58.03,9.15
2008,Angola,60.9367853161926,49.32,12.23
2018,Angola,68.559671704061,58.01,9.04
1932,Argentina,,,
1933,Argentina,,,
1934,Argentina,,,
1935,Argentina,,,
1936,Argentina,,,
1937,Argentina,,,
1938,Argentina,,,
1939,Argentina,,,
1940,Argentina,,,
1941,Argentina,,,
1942,Argentina,,,
1943,Argentina,,,
1944,Argentina,,,
1945,Argentina,,,
1946,Argentina,,,
1947,Argentina,,,
1948,Argentina,,,
1949,Argentina,,,
1950,Argentina,,,
1951,Argentina,,,
1952,Argentina,,,
1953,Argentina,,,
1954,Argentina,,,
1956,Argentina,,,
1958,Argentina,,,
1959,Argentina,,,
1961,Argentina,,,
2001,Argentina,66.0888058980976,50.54,7.85
2002,Argentina,66.6745331993508,51.58,7.79
2003,Argentina,61.8941484166828,47.99,10.96
2004,Argentina,60.244077391605,46.24,11.78
2005,Argentina,59.255115439639404,44.64,12.09
2006,Argentina,57.9356132941546,43.49,12.73
2007,Argentina,58.749714994507194,45.31,12.86
2008,Argentina,58.64837204950069,45.44,13.06
2009,Argentina,56.8986092133659,42.39,13.22
2010,Argentina,57.0942913625752,43.63,13.64
2011,Argentina,55.481900045231,42.05,14.43
2012,Argentina,53.6660613174198,39.05,14.95
2013,Argentina,54.1737712518808,40.13,14.87
2014,Argentina,55.9397848719031,41.35,13.83
2015,Argentina,56.288186944950304,43.24,14.45
2016,Argentina,56.6705897394433,45.29,15.13
2017,Argentina,58.1354113310097,46.41,13.76
2018,Argentina,58.6629653950498,46.85,13.46
2004,Austria,44.2337674475539,34.14,21.85
2005,Austria,45.5517653137877,35.49,21.2
2006,Austria,47.4334389755549,37.48,20.28
2007,Austria,45.611787844430104,35.3,21.03
2008,Austria,45.639882753754904,35.53,21.21
2009,Austria,44.8019286965796,34.24,21.41
2010,Austria,45.210801321478996,34.72,21.19
2011,Austria,44.313153496666104,33.86,21.66
2012,Austria,42.545517811782005,31.89,22.43
2013,Austria,42.5356300708595,32.12,22.59
2014,Austria,44.3200626011486,34.08,21.75
2015,Austria,43.7138413274193,33.31,21.98
2016,Austria,44.3169203622509,34.17,21.81
1912,Australia,55.8610328758846,42.58,14.24
1913,Australia,53.387297273510406,39.14,15.07
1914,Australia,51.7152301412921,36.83,15.63
1915,Australia,50.1552583874563,34.67,16.15
1916,Australia,46.6105147903505,29.9,17.32
1917,Australia,47.2431813252093,30.69,17.11
1918,Australia,47.6439409456098,31.23,16.98
1919,Australia,55.623587911789194,42.24,14.32
1920,Australia,49.76245882971,34.14,16.28
1921,Australia,53.235121375602304,38.94,15.12
1922,Australia,50.95363968769529,35.79,15.88
1923,Australia,53.528274495065595,39.35,15.02
1924,Australia,53.442700982552104,39.21,15.06
1925,Australia,52.531869009224195,37.96,15.36
1926,Australia,51.950201428135,37.15,15.55
1927,Australia,53.3019003112649,39.04,15.1
1928,Australia,53.8447976926946,39.77,14.92
1929,Australia,50.927931835808906,35.75,15.89
1930,Australia,48.6986383174404,32.69,16.63
1931,Australia,47.7043279355378,31.33,16.95
1932,Australia,47.5493315523814,31.12,17.0
1933,Australia,50.1197709847922,34.64,16.16
1934,Australia,50.19281220648541,34.74,16.14
1935,Australia,50.598176816842496,35.3,16.0
1936,Australia,52.3560350265228,37.73,15.41
1937,Australia,48.8685215189179,32.93,16.57
1938,Australia,50.21958979878251,34.78,16.13
1939,Australia,51.0298905243268,35.9,15.86
1940,Australia,49.9999032610354,34.48,16.2
1941,Australia,51.0789753614972,35.98,15.84
1942,Australia,50.643759686092004,35.39,15.98
1943,Australia,50.7057718425518,35.48,15.96
1944,Australia,48.3269058298822,32.24,16.74
1945,Australia,46.4738021828371,29.7,17.35
1946,Australia,48.6543963149074,32.68,16.63
1947,Australia,49.8883425516318,34.34,16.23
1948,Australia,49.669224284251904,34.03,16.3
1949,Australia,49.8880769670045,34.3,16.23
1950,Australia,49.2502531971841,33.83,16.32
1951,Australia,43.5959397161689,27.85,17.78
1952,Australia,43.226329910690595,27.46,17.87
1953,Australia,43.04742490722,27.23,17.92
1954,Australia,42.711284662140095,26.73,18.05
1955,Australia,42.464921035924704,26.36,18.15
1956,Australia,42.6391292464616,26.63,18.08
1957,Australia,40.9064180676311,24.74,18.52
1958,Australia,46.8681999249836,30.3,17.22
1959,Australia,45.5914062375108,28.55,17.64
1960,Australia,45.434192071516996,28.34,17.69
1961,Australia,45.547120555348094,28.36,17.59
1962,Australia,46.025927146350796,28.87,17.37
1963,Australia,46.3126826594413,29.26,17.28
1964,Australia,45.617992709970004,28.59,17.63
1965,Australia,45.3351739187151,28.24,17.73
1966,Australia,44.5908741108769,27.37,18.04
1967,Australia,44.7741562034766,27.6,17.98
1968,Australia,44.447480220581,27.28,18.14
1969,Australia,44.007719327561205,26.93,18.4
1970,Australia,43.749613571123405,26.62,18.5
1971,Australia,44.2714855503826,26.91,18.13
1972,Australia,43.820176057495004,26.57,18.4
1973,Australia,43.0282133318729,25.88,18.83
1974,Australia,42.0731731011028,24.77,19.21
1975,Australia,41.6240269059463,24.08,19.31
1976,Australia,41.285984570834,23.77,19.48
1977,Australia,41.38244034763,23.86,19.45
1978,Australia,41.2299090267628,23.71,19.53
1979,Australia,41.560210902844304,24.12,19.41
1980,Australia,41.8851173410195,24.45,19.25
1981,Australia,41.8885834578871,24.36,19.21
1982,Australia,42.566762839336704,24.82,18.8
1983,Australia,41.98355769636,24.38,19.13
1984,Australia,42.1656474409751,24.82,19.16
1985,Australia,42.6776199749684,25.31,18.91
1986,Australia,43.4399137851146,26.05,18.54
1987,Australia,44.995988736478196,27.78,17.86
1988,Australia,46.2656877345854,29.48,17.45
1989,Australia,44.306560742091996,27.36,18.32
1990,Australia,43.8550458048646,26.71,18.45
1991,Australia,44.6396961409123,27.22,17.94
1992,Australia,44.9281935371115,27.63,17.85
1993,Australia,45.3540099396387,28.19,17.71
1994,Australia,45.729124389250906,28.64,17.56
1995,Australia,45.3372424781126,28.2,17.73
1996,Australia,44.9095257775714,27.86,17.98
1997,Australia,45.7836840464584,28.7,17.53
1998,Australia,45.9565003676335,28.96,17.49
1999,Australia,47.0748479524804,30.15,16.99
2000,Australia,47.479589187234,30.71,16.87
2001,Australia,46.1516017444685,29.33,17.48
2002,Australia,46.919588643245206,30.16,17.13
2003,Australia,46.8494319570162,30.29,17.26
2004,Australia,47.134183082769695,30.66,17.17
2005,Australia,47.793195630296395,31.19,16.79
2006,Australia,49.012596599304494,32.56,16.27
2007,Australia,47.999596669475096,31.51,16.75
2008,Australia,46.4037505251721,29.77,17.46
2009,Australia,47.2468314793147,31.19,17.4
2010,Australia,47.565083791964504,31.37,17.18
2011,Australia,46.7760676156498,30.59,17.58
2012,Australia,48.0103778039222,31.82,16.97
2013,Australia,49.256498291560305,32.93,16.26
2014,Australia,49.0376672114181,32.71,16.35
2015,Australia,49.2815894823785,32.88,16.16
2016,Australia,49.0765116020356,32.5,16.21
2017,Australia,49.6575624804549,33.56,16.16
2018,Australia,48.632459463262,32.54,16.59
2019,Australia,,,
1995,Azerbaijan,55.56126770419429,42.87,14.82
2002,Azerbaijan,47.868649871581695,38.05,20.2
2003,Azerbaijan,47.4610032640513,37.45,20.26
2004,Azerbaijan,47.6596543732132,38.34,20.53
1980,Bosnia and Herzegovina,38.9002817302986,27.93,23.23
1981,Bosnia and Herzegovina,38.9002470826016,27.93,23.23
1982,Bosnia and Herzegovina,38.9012065204835,27.93,23.22
1983,Bosnia and Herzegovina,38.8963336658495,27.92,23.23
1984,Bosnia and Herzegovina,40.1504684516245,28.92,22.49
1985,Bosnia and Herzegovina,39.596678749346296,28.31,22.74
1986,Bosnia and Herzegovina,40.095307728366706,27.94,22.12
1987,Bosnia and Herzegovina,40.4123816531305,28.8,22.23
1990,Bosnia and Herzegovina,38.8557487956013,27.36,23.01
2001,Bosnia and Herzegovina,46.4819295810411,32.59,18.9
2004,Bosnia and Herzegovina,48.461252698073096,34.31,17.83
2007,Bosnia and Herzegovina,48.084991386015304,33.86,17.97
2011,Bosnia and Herzegovina,48.7479589260584,34.8,17.79
2015,Bosnia and Herzegovina,48.305522736948696,34.69,18.22
1983,Bangladesh,47.316961069381804,36.52,19.97
1985,Bangladesh,49.359936624193104,38.91,18.98
1988,Bangladesh,51.0473411364469,40.54,18.14
1991,Bangladesh,49.2511561387563,38.54,18.86
1995,Bangladesh,55.01095587317229,44.88,16.25
2000,Bangladesh,55.251209286284094,44.49,15.85
2005,Bangladesh,56.387658195338,45.48,15.16
2010,Bangladesh,54.630395565982305,43.63,16.06
2016,Bangladesh,52.983736602934094,42.39,17.09
1985,Belgium,42.9444232175597,31.2,21.67
1988,Belgium,45.0210872921049,33.37,20.68
1991,Belgium,44.1804891846862,32.38,21.1
1992,Belgium,44.0195205364585,32.01,21.09
1993,Belgium,44.2370695856958,32.1,20.88
1994,Belgium,44.5793976769425,32.97,20.94
1995,Belgium,44.4432690134511,32.47,20.78
1996,Belgium,44.8056778229913,32.75,20.55
1997,Belgium,44.7875099712698,32.85,20.49
1998,Belgium,45.0675480030256,32.6,20.15
1999,Belgium,45.3395748947999,32.74,19.93
2000,Belgium,45.288182823458,32.6,20.0
2001,Belgium,44.7294916253183,32.18,20.29
2002,Belgium,44.2159948137244,31.57,20.49
2003,Belgium,44.4990501388636,31.54,20.14
2004,Belgium,44.8138749841313,32.21,20.08
2005,Belgium,44.545901896067605,31.97,20.23
2006,Belgium,44.7877195434831,32.41,20.17
2007,Belgium,45.3514726756264,33.34,20.03
2008,Belgium,43.6668264044242,31.72,21.0
2009,Belgium,43.2099400224339,30.94,21.09
2010,Belgium,43.9620273422875,31.35,20.6
2011,Belgium,43.271231865145396,31.14,21.15
2012,Belgium,43.3781818469569,31.38,21.16
2013,Belgium,43.5845693348366,31.63,21.07
2014,Belgium,43.8037446439754,31.87,20.97
2015,Belgium,43.8432164811568,31.83,20.96
2016,Belgium,43.839470859785,32.12,21.12
2017,Belgium,43.628281546083706,31.83,21.15
1994,Burkina Faso,67.3296604130876,57.95,10.09
1998,Burkina Faso,69.6317810795719,62.03,9.72
2003,Burkina Faso,62.1764558535027,51.34,11.94
2009,Burkina Faso,60.1704929415273,50.01,13.37
2014,Burkina Faso,57.1421384770167,47.26,15.04
1980,Bulgaria,33.2959274018499,21.38,26.66
1981,Bulgaria,32.9028498028172,21.63,27.18
1982,Bulgaria,35.4440456077768,24.66,25.82
1983,Bulgaria,34.4398664963565,24.39,26.88
1984,Bulgaria,34.366461673443396,23.89,26.53
1985,Bulgaria,33.1835697226956,22.37,27.03
1986,Bulgaria,32.050341217094804,20.93,27.52
1987,Bulgaria,29.692613076236203,18.12,28.52
1988,Bulgaria,29.483189274051202,17.52,28.41
1989,Bulgaria,32.8985564400127,22.75,27.51
1990,Bulgaria,35.9969210733148,25.56,25.98
1991,Bulgaria,39.9626745994865,29.13,23.67
1992,Bulgaria,43.7962805779183,32.56,21.45
1993,Bulgaria,45.197731872070804,33.63,20.62
1994,Bulgaria,49.7425814467046,38.95,18.55
1995,Bulgaria,51.276198246021195,40.52,17.78
1996,Bulgaria,49.6559117752266,38.87,18.56
1997,Bulgaria,49.2374323871136,38.01,18.58
1998,Bulgaria,47.4029975712419,36.12,19.53
1999,Bulgaria,46.996147498785504,36.1,19.81
2000,Bulgaria,46.1311006126268,35.02,20.19
2001,Bulgaria,47.2303948750618,36.22,19.68
2006,Bulgaria,48.512828895613005,35.63,18.35
2009,Bulgaria,47.017883646793,35.46,19.69
2010,Bulgaria,47.1711934356797,35.3,19.45
2011,Bulgaria,47.233920198942805,35.55,19.48
2012,Bulgaria,49.3199300476185,37.53,18.39
2013,Bulgaria,47.3553263833423,36.05,19.63
2014,Bulgaria,49.5199772109004,37.95,18.33
2015,Bulgaria,50.5358961376913,39.08,17.94
2016,Bulgaria,52.9434193753616,41.88,16.81
2017,Bulgaria,54.8608287578176,44.34,16.17
2018,Bulgaria,54.721666632060796,44.19,16.23
1995,Bahrain,65.0637410955198,54.29,10.72
2005,Bahrain,64.1680670737593,52.71,10.79
2015,Bahrain,66.2817736568158,55.72,10.23
1992,Burundi,53.970936914898004,42.91,16.2
1998,Burundi,60.8977181100645,50.42,12.82
2006,Burundi,55.4553378984108,45.14,15.72
2013,Burundi,58.7368525268076,48.39,14.02
2003,Benin,59.087098004570706,48.83,13.87
2011,Benin,62.5388542188162,51.9,11.9
2015,Benin,63.967244091023204,54.75,11.42
2005,Brunei,48.3091419656557,36.4,18.6
2011,Brunei,46.291617276036604,35.42,20.07
2016,Brunei,47.7724644783084,36.8,19.14
2002,Brazil,69.8363862055607,60.48,8.75
2003,Brazil,70.0930979132034,60.94,8.75
2004,Brazil,69.57799653118009,60.21,8.97
2005,Brazil,69.4742419118252,60.61,9.2
2006,Brazil,69.23424515372389,60.23,9.41
2007,Brazil,67.89608392440411,58.65,10.09
2008,Brazil,67.9478423163849,59.09,10.17
2009,Brazil,67.6530183375449,58.7,10.31
2010,Brazil,68.10595488906121,59.48,10.23
2011,Brazil,68.5495783220847,60.25,10.15
2012,Brazil,67.8223949121984,59.38,10.56
2013,Brazil,67.0929094389708,58.39,10.76
2014,Brazil,67.3175652814852,58.7,10.67
2015,Brazil,68.16610000264261,59.88,10.27
2016,Brazil,68.4539124598396,58.93,9.73
2017,Brazil,68.209295545384,58.43,9.74
2018,Brazil,68.089873903608,58.07,9.77
2019,Brazil,67.2211377477654,57.07,10.14
2003,Bhutan,61.049171463197304,49.19,12.25
2007,Bhutan,57.4575174887904,45.12,13.85
2012,Bhutan,57.849138393312,46.41,14.14
2017,Bhutan,54.890682504369806,42.14,15.04
1985,Botswana,70.4636971362298,60.7,7.93
1993,Botswana,77.03258292948189,69.38,6.15
2002,Botswana,78.1372748396535,69.58,4.88
2009,Botswana,75.8245254340721,67.33,6.12
2015,Botswana,70.0338383995962,59.26,8.12
1993,Belarus,38.858884696165,29.92,25.16
1995,Belarus,45.7926855643777,34.62,20.65
1999,Belarus,48.9556720603893,36.9,18.48
2000,Belarus,48.5838950378021,36.93,18.89
2001,Belarus,47.221051326110704,36.13,19.86
2002,Belarus,47.033129631050805,36.13,20.01
2003,Belarus,45.7327847486706,34.58,20.57
2004,Belarus,44.4350513820357,33.51,21.34
2005,Belarus,44.7478566553205,33.68,21.14
2006,Belarus,44.7579442316435,33.85,21.14
2007,Belarus,47.1973839921194,36.14,19.91
2008,Belarus,46.485811387576,35.41,20.17
2009,Belarus,45.6330868159966,35.04,20.9
2010,Belarus,45.383500316139106,34.47,20.8
2011,Belarus,47.9833349979721,36.48,19.27
2012,Belarus,45.879202409242495,35.06,20.69
2013,Belarus,42.6779394922521,32.86,22.75
2014,Belarus,43.8440563509234,33.89,22.1
2015,Belarus,42.278482844836404,32.11,22.78
2016,Belarus,42.544455886190505,32.56,22.77
2017,Belarus,43.258430745368095,32.99,22.29
2018,Belarus,42.8858293895987,32.93,22.65
1920,Canada,56.546240237295095,45.19,14.76
1921,Canada,65.1883273408632,56.9,11.67
1922,Canada,58.385587310299805,47.66,14.11
1923,Canada,53.94353865600719,41.57,15.72
1924,Canada,54.4830617352879,42.3,15.53
1925,Canada,53.4081367886998,40.99,15.87
1926,Canada,53.9079238288114,41.57,15.72
1927,Canada,54.5560572036877,42.39,15.5
1928,Canada,55.248747244301896,43.27,15.27
1929,Canada,55.7095302215309,43.87,15.12
1930,Canada,56.805586963486796,45.34,14.73
1931,Canada,60.284329192028,50.14,13.46
1932,Canada,63.9816916262383,55.19,12.12
1933,Canada,65.5455875019936,57.34,11.55
1934,Canada,63.6311019020042,54.72,12.25
1935,Canada,62.491023836649994,53.18,12.65
1936,Canada,62.8198889601833,53.59,12.55
1937,Canada,60.008822989959796,49.8,13.55
1938,Canada,64.1821117045652,55.37,12.08
1939,Canada,61.5683025854889,51.9,12.99
1940,Canada,57.6598276104761,46.69,14.37
1941,Canada,54.444745604400104,42.41,15.49
1942,Canada,50.2550529947694,36.8,16.98
1943,Canada,50.064189135048295,36.53,17.05
1944,Canada,48.655075207728196,34.68,17.54
1945,Canada,48.5506947525403,34.57,17.56
1946,Canada,48.8803990850178,35.01,17.44
1947,Canada,49.167040207791004,35.39,17.34
1948,Canada,48.102331847296,33.98,17.72
1949,Canada,49.2411837699285,35.46,17.33
1950,Canada,49.2707386540625,35.49,17.32
1951,Canada,47.8523449692513,33.62,17.81
1952,Canada,47.953772977363904,33.75,17.78
1953,Canada,48.633119458582804,34.64,17.55
1954,Canada,49.6098011134324,35.92,17.21
1955,Canada,49.177327443694104,35.36,17.36
1956,Canada,48.5326684143006,34.52,17.58
1957,Canada,48.9177427206615,35.04,17.45
1958,Canada,49.3737874202235,35.64,17.29
1959,Canada,49.413151903618605,35.69,17.28
1960,Canada,49.6567917193511,36.02,17.19
1961,Canada,50.075259701787,36.57,17.05
1962,Canada,48.9145678135649,35.04,17.45
1963,Canada,48.6104446848194,34.65,17.55
1964,Canada,48.9122481724531,35.04,17.45
1965,Canada,48.5151801596046,34.52,17.59
1966,Canada,48.1583904877765,34.06,17.7
1967,Canada,48.3758472966142,34.35,17.63
1968,Canada,48.5608381047247,34.59,17.57
1969,Canada,48.590807423052205,34.62,17.56
1970,Canada,49.0228101467144,35.18,17.42
1971,Canada,48.8768363123879,34.97,17.47
1972,Canada,48.8292990126302,34.91,17.49
1973,Canada,48.7128752977266,34.78,17.52
1974,Canada,48.9780221078724,35.13,17.43
1975,Canada,50.0373435904891,36.62,17.03
1976,Canada,49.4339047517759,35.8,17.25
1977,Canada,48.9628346723171,35.16,17.42
1978,Canada,49.1862629323418,35.49,17.33
1979,Canada,49.490740749164,35.91,17.21
1980,Canada,50.2549119959799,36.94,16.94
1981,Canada,49.3156745202972,35.68,17.27
1982,Canada,49.0465959079725,35.26,17.39
1983,Canada,49.8389137449338,35.98,16.95
1984,Canada,49.2732123027643,35.47,17.27
1985,Canada,48.7617364802567,35.2,17.63
1986,Canada,48.1441132693501,34.89,18.09
1987,Canada,48.208504082769096,35.37,18.25
1988,Canada,48.0754408728828,35.81,18.58
1989,Canada,48.7397696898334,36.72,18.37
1990,Canada,46.6384303140437,34.24,19.25
1991,Canada,47.1187620091154,34.49,18.92
1992,Canada,47.9865614434139,35.15,18.4
1993,Canada,49.408615598135704,36.54,17.68
1994,Canada,51.5484069829618,38.84,16.56
1995,Canada,49.6813719453815,36.47,17.38
1996,Canada,50.2304976033262,37.16,17.17
1997,Canada,51.0173405727336,37.97,16.79
1998,Canada,51.0479250290793,38.17,16.85
1999,Canada,51.1768157970295,38.47,16.86
2000,Canada,52.538205561971594,40.08,16.29
2001,Canada,51.6005915273254,39.13,16.74
2002,Canada,51.672052935823096,38.99,16.61
2003,Canada,51.8272025900437,39.07,16.5
2004,Canada,52.2898900444801,39.82,16.41
2005,Canada,52.8749885120696,40.68,16.24
2006,Canada,53.3241593509594,41.45,16.14
2007,Canada,53.466612517809196,41.68,16.1
2008,Canada,52.7453945414848,40.7,16.34
2009,Canada,51.6348802091692,39.29,16.76
2010,Canada,52.287901787180104,40.16,16.52
2011,Canada,52.4628821660592,40.3,16.41
2012,Canada,52.047059081216695,39.83,16.59
2013,Canada,52.907779091948406,40.82,16.22
2014,Canada,53.0715851978972,41.19,16.24
2015,Canada,52.9428707088247,41.25,16.41
2016,Canada,51.2408317523246,39.33,17.12
2017,Canada,53.608381333404196,40.82,15.55
2018,Canada,52.486558730492305,39.84,16.17
2004,Democratic Republic of Congo,60.604284350374506,49.33,12.51
2005,Democratic Republic of Congo,60.5721091768766,49.27,12.53
2008,Democratic Republic of Congo,60.4756195833968,49.08,12.58
2012,Democratic Republic of Congo,60.347038737569704,48.84,12.64
1992,Central African Republic,75.4427732020801,65.11,5.53
2003,Central African Republic,73.9846273611704,64.97,6.97
2008,Central African Republic,73.3204315572451,64.91,7.63
2005,Congo,65.35667769290579,54.53,10.39
2011,Congo,66.4791726948661,55.93,9.92
1933,Switzerland,,32.41,
1934,Switzerland,,32.28,
1936,Switzerland,,32.05,
1939,Switzerland,,32.98,
1941,Switzerland,,32.68,
1943,Switzerland,,33.24,
1945,Switzerland,,32.0,
1947,Switzerland,,32.29,
1949,Switzerland,,31.68,
1951,Switzerland,,31.28,
1953,Switzerland,,31.04,
1955,Switzerland,,31.26,
1957,Switzerland,,31.47,
1959,Switzerland,,31.56,
1961,Switzerland,,31.72,
1963,Switzerland,,31.6,
1965,Switzerland,,32.29,
1967,Switzerland,,32.7,
1969,Switzerland,,32.49,
1971,Switzerland,,30.96,
1973,Switzerland,,30.3,
1975,Switzerland,,30.18,
1977,Switzerland,,30.12,
1979,Switzerland,,30.08,
1980,Switzerland,40.596402311430104,30.5,23.73
1981,Switzerland,40.6193764997816,30.51,23.71
1982,Switzerland,40.7421723203683,30.72,23.7
1983,Switzerland,40.8997396478469,30.92,23.65
1984,Switzerland,41.1594839037733,31.12,23.45
1985,Switzerland,41.3910626069523,31.24,23.31
1986,Switzerland,41.2706561169031,31.23,23.44
1987,Switzerland,41.2198505155175,31.17,23.46
1988,Switzerland,40.871138467560506,30.85,23.65
1989,Switzerland,40.4902515963087,30.5,23.85
1990,Switzerland,40.4765713099628,30.28,23.76
1991,Switzerland,40.2078147792302,30.16,23.98
1992,Switzerland,40.2381465651608,29.94,23.86
1993,Switzerland,40.2825980641907,29.78,23.79
1994,Switzerland,40.0519706301772,29.83,24.02
1995,Switzerland,39.8487328829518,29.83,24.19
1996,Switzerland,41.2865834075113,31.38,23.48
1997,Switzerland,41.81747219342,31.97,23.27
1998,Switzerland,42.2915211862524,32.42,23.0
1999,Switzerland,41.7467727874644,31.75,23.23
2000,Switzerland,42.3945305260609,32.42,22.84
2001,Switzerland,41.8476865699603,31.41,22.95
2002,Switzerland,41.0826850051112,30.49,23.28
2003,Switzerland,42.807959128352,32.42,22.52
2004,Switzerland,43.1677977083154,33.03,22.41
2005,Switzerland,44.3514916307308,34.29,21.88
2006,Switzerland,44.830931894453805,35.02,21.78
2007,Switzerland,43.6419045715617,33.62,22.22
2008,Switzerland,41.4794117578801,31.08,23.14
2009,Switzerland,42.0788745884693,31.75,22.91
2010,Switzerland,44.0267653326074,33.9,22.0
2011,Switzerland,43.8853135798752,33.98,22.19
2012,Switzerland,43.143699831530604,32.99,22.5
2013,Switzerland,43.254722840347895,33.11,22.35
2014,Switzerland,43.123583911818706,32.89,22.39
2015,Switzerland,43.0075509176888,32.72,22.5
2016,Switzerland,43.0758555338933,32.55,22.35
2017,Switzerland,42.6631472086996,32.15,22.59
1985,Cote d'Ivoire,64.2348560730825,54.66,11.58
1986,Cote d'Ivoire,64.2348560730825,54.66,11.58
1987,Cote d'Ivoire,64.2348560730825,54.66,11.58
1988,Cote d'Ivoire,64.2348560730825,54.66,11.58
1992,Cote d'Ivoire,58.161070709693696,47.82,14.4
1993,Cote d'Ivoire,56.3906218366676,45.83,15.22
1995,Cote d'Ivoire,57.974032192246405,47.45,14.4
1998,Cote d'Ivoire,59.96736631722071,49.5,13.37
2002,Cote d'Ivoire,64.5110390758186,54.01,11.11
2008,Cote d'Ivoire,61.4121253645912,50.31,12.41
2015,Cote d'Ivoire,60.1206895444214,48.65,12.8
2001,Chile,72.2585838657347,62.19,7.45
2002,Chile,71.8481274792408,61.7,7.57
2003,Chile,71.4364665363539,61.21,7.7
2004,Chile,72.2888793406147,62.43,7.44
2005,Chile,73.1180983521238,63.61,7.2
2006,Chile,73.9250583640231,64.77,6.96
2007,Chile,73.8875205167066,64.58,6.89
2008,Chile,73.8488104417646,64.38,6.82
2009,Chile,73.8104005736758,64.18,6.75
2010,Chile,74.997064849933,66.02,6.4
2011,Chile,76.1665950179157,67.83,6.06
2012,Chile,75.5163781571108,66.89,6.33
2013,Chile,74.85990238768619,65.95,6.6
2014,Chile,74.50630923795491,65.54,6.76
2015,Chile,74.1478972724714,65.13,6.92
2016,Chile,73.690690116125,64.63,7.1
2017,Chile,73.2308703094247,64.12,7.29
2018,Chile,72.8012621876378,62.69,7.09
2019,Chile,72.3663785410647,61.24,6.88
1945,Cameroon,,,
1996,Cameroon,64.1358965448635,54.31,11.51
2001,Cameroon,62.0710981499748,51.78,12.38
2007,Cameroon,61.6744148429714,50.33,11.94
2014,Cameroon,63.7699903516884,52.05,10.63
1978,China,37.9853525895061,27.81,25.17
1979,China,38.0560041471487,27.81,25.1
1980,China,38.2153174688597,27.89,24.98
1981,China,38.6951226410293,28.31,24.71
1982,China,39.4164832971864,28.71,24.19
1983,China,39.1917885324265,28.8,24.45
1984,China,39.694236178233,29.28,24.18
1985,China,40.4510574025441,30.14,23.84
1986,China,41.9342502170174,30.39,22.52
1987,China,42.3173818744257,30.22,22.07
1988,China,42.6745130706053,30.56,21.88
1989,China,43.577745479749204,31.11,21.26
1990,China,43.2298472339358,30.85,21.46
1991,China,44.781604177747504,31.51,20.27
1992,China,46.2626515794241,32.71,19.39
1993,China,47.759850048341704,33.91,18.49
1994,China,48.3452075883545,34.33,18.11
1995,China,47.7406274348294,33.9,18.49
1996,China,47.1341058131213,33.9,19.06
1997,China,47.0975937344598,33.91,19.09
1998,China,47.2029237171775,34.25,19.15
1999,China,48.1300400608848,34.79,18.5
2000,China,49.7964414286873,35.87,17.37
2001,China,50.7249373407504,36.62,16.81
2002,China,53.45691243981891,39.68,15.57
2003,China,54.2811471798757,40.51,15.15
2004,China,54.6003505442364,41.21,15.15
2005,China,55.7739497672735,42.16,14.42
2006,China,55.896027526896596,42.37,14.41
2007,China,56.1986210216872,42.69,14.25
2008,China,56.2217639842302,42.69,14.21
2009,China,56.2670183436097,42.63,14.14
2010,China,56.6500775798843,42.83,13.83
2011,China,56.4565804629254,43.11,14.09
2012,China,55.3076706607293,41.69,14.54
2013,China,56.20735042966199,42.35,14.03
2014,China,55.4613284874527,41.55,14.38
2015,China,55.545772430755804,41.66,14.36
2016,China,55.371358091414905,41.8,14.11
2003,Colombia,69.6075390795166,57.76,7.73
