Year,Entity,Gini,Top_10_share,Bottom_50_share,MLD,welfare_type
2014,Dominican Republic,44.28003183804665,33.37900418384072,20.64182616716585,0.3376431698048584,income
2015,Dominican Republic,45.1816363982718,34.8518710732505,20.489358965002783,0.3536943433317453,income
2016,Dominican Republic,45.723917110096316,35.36377259904791,20.10188575660963,0.3626445021704108,income
2017,Dominican Republic,42.19561532079824,33.50158007404057,22.694458367716862,0.3038631750635672,income
2018,Dominican Republic,43.686662112830774,35.1534811062417,21.94154439833241,0.3261320801010074,income
2019,Dominican Republic,41.9185651124377,33.10777500586412,22.65076086936119,0.2971271229395469,income
2020,Dominican Republic,39.64123272685835,30.45242148501665,23.721135357124393,0.2659911958967694,income
1987,Ecuador,50.491965117192514,38.44244739091562,17.2698759900628,0.4885518172083471,income
1994,Ecuador,53.36896198168978,42.4687294846114,16.370649904775462,0.5362768358283494,income
1995,Ecuador,50.965072572385765,40.02924036404927,17.59295220090594,0.4500854561334819,income
1998,Ecuador,49.65702997751757,37.85985953322159,17.63381454325221,0.4360108161783592,income
1999,Ecuador,58.601993141545684,47.85091130015263,13.89116637553754,0.6624318572236151,income
2000,Ecuador,56.378517573908994,45.9153429693014,14.99209919220468,0.5760556405528809,income
2003,Ecuador,53.528692139264855,42.01947018001261,15.82641002010492,0.5304150094908955,income
2004,Ecuador,53.931990813117146,42.432410570522464,15.724028216047971,0.5321117675561517,income
2005,Ecuador,53.05848012741787,41.1437120325989,15.948746212477541,0.5232674734375181,income
2006,Ecuador,52.25140478722449,41.11895180245989,16.7185223701236,0.4969481686766003,income
2007,Ecuador,53.36345081612023,42.02268115018083,16.102838465649143,0.5230187346519392,income
2008,Ecuador,49.79346963664921,38.113226542048864,17.69004760124104,0.4556368462628331,income
2009,Ecuador,48.50599010136336,37.11332262148897,18.46393650810174,0.4238848368399361,income
2010,Ecuador,48.80443393926081,37.53977106972456,18.358341613571653,0.4266728372205966,income
2011,Ecuador,45.87748191885761,34.11788146337854,19.58094159588968,0.3824093338791157,income
2012,Ecuador,46.12194087591218,34.616665786322706,19.584709499494718,0.3855932097700713,income
2013,Ecuador,46.86490305204818,35.68076006221192,19.30932374579318,0.3874315169662121,income
2014,Ecuador,44.995049560027375,34.39861259586764,20.48813136682061,0.3559800857660786,income
2015,Ecuador,45.954294855006154,34.90309781629498,19.84012145023856,0.3776416554371926,income
2016,Ecuador,45.02006878134655,34.2676479053274,20.43388290135413,0.3628441536191329,income
2017,Ecuador,44.67302953254211,33.804094699563656,20.557173621336858,0.3565107346569192,income
2018,Ecuador,45.4402995804359,34.41619316088964,20.13780018005005,0.3670521945612225,income
2019,Ecuador,45.71153312670134,34.48763691750628,19.87375968689708,0.3723851262360924,income
2020,Ecuador,47.31127413938529,36.04785139009776,19.1843142589269,0.4064879422306461,income
1990,Egypt,32.00394103414895,26.7321028542842,28.81895323785599,0.1693378312116496,consumption
1995,Egypt,30.126960308117027,26.04405909690255,30.24476088416894,0.1546410192330027,consumption
1999,Egypt,32.76150263867433,28.34170431286136,28.867373711460957,0.1849845181879792,consumption
2004,Egypt,31.847545429702162,27.43801999751599,29.284302962661,0.1667046431220394,consumption
2008,Egypt,31.10243606379492,26.993434647134467,29.822042197789642,0.1607689365663903,consumption
2010,Egypt,30.19145769797163,26.07511159324006,30.23956830837748,0.1496826894039918,consumption
2012,Egypt,28.292202773021568,24.74718009486666,31.376241297879098,0.1314220875134695,consumption
2015,Egypt,31.82335813028051,27.782394689257178,29.48698824267078,0.1697973232270162,consumption
2017,Egypt,31.533952769400443,26.91669952067759,29.404394861558913,0.1641858977917498,consumption
1989,El Salvador,,,0.0,,income
1991,El Salvador,53.951897986531314,41.38558390393567,15.4611207344827,0.5475894231560151,income
1995,El Salvador,49.879737062161276,38.81009826624646,17.98498936947938,0.4611501700933337,income
1996,El Salvador,50.98217562438825,39.35521490764686,17.23692305150995,0.4850337783988455,income
1998,El Salvador,54.51571137326185,40.52918177873363,14.57031826108634,0.609418592048236,income
1999,El Salvador,52.197688989464275,38.64789405600081,15.84250922027884,0.5474473156630804,income
2000,El Salvador,51.474367743672055,38.97702616739993,16.65523133334379,0.5048725878551256,income
2001,El Salvador,51.370439053980476,38.604464658675965,16.523141505600908,0.5098170865963827,income
2002,El Salvador,51.87049174185503,38.83234544975115,16.226434499016776,0.5231384954880053,income
2003,El Salvador,50.497692560221516,37.26456486676924,16.84927675604639,0.5287720781237415,income
2004,El Salvador,47.81968454494981,35.63806329420047,18.564634174149333,0.4329345016662201,income
2005,El Salvador,48.484932484200186,36.78020540813069,18.40991361176755,0.4355513026367132,income
2006,El Salvador,45.69255924972137,35.56170052696999,20.377876449381567,0.3664508689735188,income
2007,El Salvador,45.21799419979481,35.713199524000125,20.8039485942807,0.3517602600247029,income
2008,El Salvador,46.88567901673587,36.12237598167716,19.472298272765453,0.3828173829717608,income
2009,El Salvador,45.82508607113158,35.97668029219729,20.374986730388578,0.3641128864103658,income
2010,El Salvador,43.51412842323908,33.23034853283536,21.26961803946003,0.3264848363599831,income
2011,El Salvador,42.31836001767365,32.7536492840037,22.22358320905979,0.3051982285962908,income
2012,El Salvador,41.82927684598859,32.58991643531465,22.609979148334908,0.299327744423964,income
2013,El Salvador,43.358962998980324,34.23519250120738,21.92531429484027,0.323179298553317,income
2014,El Salvador,41.55984144442803,32.15091828741774,22.64618067012378,0.2934587799265216,income
2015,El Salvador,40.55194183774289,31.8266385147584,23.37506813351004,0.2783079550984746,income
2016,El Salvador,39.97858016920802,30.652934009722287,23.471393919839322,0.2736258524993076,income
2017,El Salvador,38.00718790983761,29.142636825166168,24.60038628130098,0.2460497151997322,income
2018,El Salvador,38.610571200657276,29.38977834618635,24.203791264539582,0.2540149604450707,income
2019,El Salvador,38.77876391517544,29.79839700619759,24.19511583915945,0.2546502677287123,income
1993,Estonia,39.50344817150475,31.34571703799946,24.19004423003972,0.2691691828010459,income
1995,Estonia,30.064795876756662,22.71059037625685,29.05932162733599,0.1502303431860834,consumption
1998,Estonia,37.643076423053415,29.76387526634823,25.002639471690177,0.2341746080091795,consumption
2000,Estonia,35.78439813639193,27.63384342297891,26.01323585064743,0.216619646359883,consumption
2001,Estonia,36.012454833720945,27.89887380758091,25.912495364762734,0.2185810223562242,consumption
2002,Estonia,35.79157437717958,27.31359196660657,25.944169629471197,0.2170810552797853,consumption
2003,Estonia,34.90962432151921,26.83854198082134,26.49854899237704,0.2082304655526417,consumption
2003,Estonia,37.2038215474905,28.39030389625347,25.453390030613463,0.2561341863812724,income
2004,Estonia,35.378188650491985,27.37634582421019,26.37230961904984,0.2130975043229853,consumption
2004,Estonia,33.56478152359531,25.896811147035347,27.58493795979592,0.2020323560583287,income
2005,Estonia,33.4489426179419,26.16935377453039,27.691119010264988,0.1972260449448943,income
2006,Estonia,33.671071695436474,26.858711189888968,27.721152757948552,0.2057414762571462,income
2007,Estonia,31.180158204995088,24.03048099528659,28.78605281300887,0.1721879229193531,income
2008,Estonia,31.917078083491017,24.930637344653466,28.478094911755772,0.1788891647571132,income
2009,Estonia,31.443612237850022,24.42515059468964,28.91386456399802,0.1769616319348669,income
2010,Estonia,32.00120112345742,24.28198910732216,28.5099363740441,0.1896753800893141,income
2011,Estonia,32.491633232136344,24.75652995580943,28.130955163046572,0.1942957167898044,income
2012,Estonia,32.91576051057381,25.18819585657093,27.85870892921298,0.1972808886279902,income
2013,Estonia,35.07978511887407,26.608950056325583,26.38019237492582,0.2245172698747819,income
2014,Estonia,34.59155633335024,26.27465046287829,26.64663915812844,0.2174325347713583,income
2015,Estonia,32.67032993155648,24.4185102494435,27.55081846410198,0.1903889160582171,income
2016,Estonia,31.1968259270128,23.11425731646816,28.216125792246828,0.1732830575301712,income
2017,Estonia,30.35502623933823,22.48676870585603,28.726471605713243,0.1633766023103989,income
2018,Estonia,30.32145132574509,22.44059196068198,28.73045568624385,0.1608904391843816,income
2019,Estonia,30.76754280691263,23.30927499080618,28.742836303852158,0.1763058156069437,income
1994,Eswatini,60.454725802412746,49.53159353506589,12.83459235534022,0.6925939316410016,consumption
2000,Eswatini,53.11352022495021,44.13340737775412,16.96567381363397,0.4782980638710081,consumption
2009,Eswatini,51.452604409169965,39.9885185252377,16.797603321712458,0.4633152778242684,consumption
2016,Eswatini,54.57979366950237,42.73134934159001,15.180524573024849,0.5218715306525733,consumption
1981,Ethiopia,32.42495626626984,27.51651089228442,28.924756978641103,0.183400459779556,consumption
1995,Ethiopia,44.56451319731351,38.047899417569,22.4422278573648,0.3411386334426841,consumption
1999,Ethiopia,29.97579673185658,25.48259774414044,30.253213668676818,0.1499639866424103,consumption
2004,Ethiopia,29.806852970224362,25.63695296231986,30.35467432011069,0.1498569923650174,consumption
2010,Ethiopia,33.17060081465824,27.39899845140566,28.320044940577507,0.1871076397766264,consumption
2015,Ethiopia,34.99312323123417,28.46475175982657,27.067618982756834,0.2062695128165124,consumption
2002,Fiji,38.10205445197279,29.62382258809968,24.65912106247005,0.2401026761907063,consumption
2008,Fiji,40.37558609500757,32.90755923767683,24.08266840581538,0.2737576597405312,consumption
2013,Fiji,36.69659674139971,29.70127963388415,25.85659936163548,0.2209678722465358,consumption
2019,Fiji,30.70686743152849,24.235386591369902,29.16812488141753,0.1539834084268797,consumption
1987,Finland,22.17139873395237,19.1962451032955,34.78344690750537,0.0823630016614939,income
1991,Finland,22.87976170944787,19.62491432671208,34.26761614311476,0.0871671015748219,income
1995,Finland,23.45913698970352,20.54394745409158,34.11482441563786,0.0911972616201817,income
2000,Finland,27.15662660273223,22.74558670783787,31.79893186386849,0.1248466474023641,income
2003,Finland,27.68660407996707,23.02255449577379,31.462202232390972,0.1333810430233757,income
2004,Finland,27.89776594230597,23.237911920606948,31.323971123953974,0.1357452805476266,income
2005,Finland,27.61959366536489,22.97534762154366,31.43922739051332,0.1313872687626907,income
2006,Finland,27.999075374265193,22.98359623053059,31.111868628409606,0.1349898870564727,income
2007,Finland,28.285571519659868,23.29383232064904,30.98353869474542,0.1369818004307671,income
2008,Finland,27.838208308316332,22.955377898890163,31.25525418263765,0.1330973749124858,income
2009,Finland,27.455445742708463,22.582355610659945,31.45234846524528,0.1284416653535355,income
2010,Finland,27.714087985617457,22.5459147880156,31.205864019991225,0.1311832156792608,income
2011,Finland,27.642819361821807,22.75982358566757,31.36431028192269,0.1308183555396769,income
2012,Finland,27.09663044268671,22.286679449850443,31.65811550662933,0.1256909946266339,income
2013,Finland,27.19395885396505,22.25097653694341,31.543975801454913,0.1271486792069813,income
2014,Finland,26.776975987468347,22.01603060521715,31.84075546260832,0.1218807738358293,income
2015,Finland,27.10204232618409,22.40037113360183,31.669623350665773,0.1257245723155615,income
2016,Finland,27.07848436970796,22.433068386133,31.677365507181214,0.1249972608307002,income
2017,Finland,27.383085418596444,22.64917063774256,31.556791278874083,0.1288070602164795,income
2018,Finland,27.329772829562682,22.59469392929253,31.62517288977284,0.1284181575426772,income
2019,Finland,27.73732985995423,22.966486599865547,31.377762494734768,0.1312948478814045,income
1978,France,35.16750482328107,27.15486800494262,26.513551680100022,0.2442761773768796,income
1984,France,36.85798147435258,28.8868840591692,25.86380455824587,0.2787561704049673,income
1989,France,32.17124956260336,24.72925280846256,28.253022126723742,0.2020085565811354,income
1994,France,32.33052487843946,25.60320769852329,28.26428905609465,0.1758911122164934,income
2000,France,31.08606236773413,24.35883386348728,28.88251952820319,0.1611154912477561,income
2003,France,31.411117319488902,25.168819640510133,28.91697547411323,0.1689256404576214,income
2004,France,30.647339571068933,24.4992449369451,29.29629914035055,0.1578920975504268,income
2005,France,29.834014026241718,23.93492659045274,29.85454966346733,0.151631363931335,income
2006,France,29.69109162880077,23.50885841541102,29.794366606678413,0.14868409282249,income
2007,France,32.42772738280983,26.2464575001866,28.43793660558071,0.1763798830421047,income
2008,France,32.99647681963964,26.686758338552146,28.15759618110991,0.1850890845245067,income
2009,France,32.66126936717725,26.107156611037507,28.281826643552996,0.1838745727307938,income
2010,France,33.72048148420892,27.134892054248027,27.706686043794157,0.1954061117250327,income
2011,France,33.29475046048539,26.93661000536834,27.976065006898736,0.1899522249410451,income
2012,France,33.11485874899623,26.878587789470544,28.160660910664397,0.1879305940099507,income
2013,France,32.51263513038438,26.39112199448691,28.499514965778708,0.180696326811542,income
2014,France,32.26218403076247,26.078388924169737,28.559956225456077,0.1770075789110249,income
2015,France,32.70433505694234,26.636388222367703,28.47481968233466,0.1871682421770149,income
2016,France,31.923744087020324,25.93054872238821,28.81901976142471,0.1761617569316209,income
2017,France,31.63206541721507,25.80017061359388,29.029931077153748,0.1720785972354399,income
2018,France,32.38068846338816,26.69635822715984,28.76822774245383,0.1834165202842347,income
2005,Gabon,42.18498636726916,33.14599263935631,22.44023592730665,0.3011956698429053,consumption
2017,Gabon,38.0243722914563,27.72601421987061,24.10131305216592,0.2506461050801151,consumption
1998,Gambia,48.51946459930467,37.66425673355155,18.67612987327613,0.4216336065082458,consumption
2003,Gambia,47.33162413745319,36.85387094222253,19.29419241378767,0.3899273664920646,consumption
2010,Gambia,43.56843349541263,34.922320538429915,21.95415500717867,0.325069559333225,consumption
2015,Gambia,35.91883097565131,28.73220849658238,26.16752399062408,0.2136503517816095,consumption
1996,Georgia,37.13270728561471,27.928534683136807,24.951638447348607,0.2404083600069421,consumption
1997,Georgia,40.696072971500755,29.92168901454252,22.57721206850417,0.3042340398008274,consumption
1998,Georgia,41.25000819211522,31.15947668567124,22.72385333505367,0.3237625726994651,consumption
1999,Georgia,40.1497665216167,29.908986757330407,23.14468493908619,0.2956755429757441,consumption
2000,Georgia,40.47811333814833,30.32733987423472,22.99759368290923,0.3014243980833224,consumption
2001,Georgia,39.57413239288739,30.04167915195634,23.72939409332453,0.2831541670332254,consumption
2002,Georgia,37.24937767247638,28.184883460688592,24.98536386956406,0.2421280953346045,consumption
2003,Georgia,36.65508258035923,27.07794756663928,25.094796875230877,0.2377774928555687,consumption
2004,Georgia,36.17535680424417,26.71370161000438,25.340328917093217,0.2347630134558387,consumption
2005,Georgia,37.37933900324243,27.72485501955716,24.73581240697045,0.2472845796728162,consumption
2006,Georgia,36.86862384621512,27.47204422757596,25.062522610360972,0.2385166697982961,consumption
2007,Georgia,38.11308229304199,28.91273607019415,24.51583894820298,0.2544457313444422,consumption
2008,Georgia,38.53485333499432,29.132117765860688,24.190539310989152,0.2583187807753701,consumption
2009,Georgia,38.237403230627685,28.854521599976167,24.34104109090083,0.2558328824777658,consumption
2010,Georgia,39.46146371777795,29.53558843282391,23.546283446209713,0.2743027883406113,consumption
2011,Georgia,39.59571569237258,29.769099446874293,23.59110271039831,0.2788775036377631,consumption
2012,Georgia,38.95476795094192,29.30123179088342,23.90044509453435,0.2627264425077392,consumption
2013,Georgia,38.589019108329396,29.10572533148547,24.067692021974338,0.2559001313717609,consumption
2014,Georgia,37.55413441304889,28.56371526021753,24.801073204093722,0.2414172343299969,consumption
2015,Georgia,36.50367556914279,27.79185280760555,25.350624651680597,0.2253882625680915,consumption
2016,Georgia,36.63964885392092,28.148164386116008,25.5017008669654,0.2276051985413049,consumption
2017,Georgia,37.93973310645744,28.89744844364217,24.56034698048249,0.2478457740306664,consumption
2018,Georgia,36.41136308376175,27.4545138606743,25.44843522529777,0.2291450347864615,consumption
2019,Georgia,35.90076515730312,27.57642399213432,25.95658044752722,0.2214104320949205,consumption
2020,Georgia,34.46518709454529,26.21028726406715,26.60271688829122,0.2045317939066207,consumption
1991,Germany,29.439847530854003,23.1015658029396,29.779522615884012,0.1434626165853275,income
1992,Germany,29.168876949957077,23.26779053259335,30.09474039837006,0.1436531144789268,income
1993,Germany,28.67558702454439,22.94940956123559,30.413521648980897,0.1367249261666591,income
1994,Germany,29.244455173535588,23.04198352475765,30.02293483179397,0.1506357406191836,income
1995,Germany,28.98766276515059,22.99034626888836,30.29259188508747,0.1477314073783232,income
1996,Germany,28.374941884091818,22.59438236148024,30.647606431319492,0.136933263666019,income
1997,Germany,28.314472369726378,22.41595850400723,30.54151381950781,0.1355417030528697,income
1998,Germany,28.286195782320622,22.333317759730782,30.54918034743862,0.134562061356615,income
1999,Germany,29.118160538142178,23.18625037878766,30.22367652066665,0.1440333013650338,income
2000,Germany,28.94002217856078,23.0478692787597,30.3291083804897,0.1425137352728934,income
2001,Germany,30.09669508999525,23.94755597887137,29.650242691479498,0.1525553715494433,income
2002,Germany,29.94113627921397,23.74613677762999,29.69300402839465,0.1519979858499467,income
2003,Germany,30.06283682134046,23.96743524798422,29.77335995205989,0.1560811555091522,income
2004,Germany,30.28800367326846,24.05902432587855,29.53719886252541,0.1558879736568915,income
2005,Germany,31.80655326902631,25.29461490830501,28.65591205740907,0.1708407936224455,income
2006,Germany,31.19412162431502,24.85428615976153,29.02493475072322,0.1630900528760195,income
2007,Germany,31.36959587572979,25.210391340604687,29.00572401477773,0.166068579587293,income
2008,Germany,30.90444365031223,24.65018091219588,29.2036656746598,0.1626857146211372,income
2009,Germany,30.47942766998245,24.02194393073345,29.38057264549716,0.15729452073327,income
2010,Germany,30.31977402485196,24.06612968517124,29.491124806220782,0.1557961641256114,income
2011,Germany,30.84755396245933,24.63883005328164,29.262689952798034,0.1606346570484964,income
2012,Germany,31.055788896207947,24.40782507919822,29.006883717214233,0.1633528568351245,income
2013,Germany,31.452466562351177,24.913096921641937,28.86782703048062,0.1674274303423126,income
2014,Germany,30.871855699009497,24.11844362879031,29.087352890744214,0.1644225786804211,income
2015,Germany,31.583342392755497,24.82756833586463,28.734990712808138,0.1721975340245039,income
2016,Germany,31.574325913005968,24.692373867829907,28.67155710435928,0.1725147429988704,income
2017,Germany,31.20190507755539,24.557855250905742,29.02730175372761,0.1731390484192863,income
2018,Germany,31.69841088561242,25.14413503923838,28.8387532667426,0.1756382754634571,income
1987,Ghana,35.34957783974882,27.343475234875907,26.226758716928973,0.2109250386679781,consumption
1988,Ghana,35.99354085822996,28.142361903074644,25.94115270127416,0.217537887024589,consumption
1991,Ghana,38.43723080807567,30.133824498867217,24.536922744188388,0.2464755062006143,consumption
1998,Ghana,40.07262441165461,29.58911855727707,22.927639421627994,0.2737271291120857,consumption
2005,Ghana,42.76553588407499,32.686183259890136,21.81017977908969,0.3190142367928077,consumption
2012,Ghana,42.37320525523956,31.74761919600212,21.755341177839732,0.3095396012741008,consumption
2016,Ghana,43.520878984702385,32.21116922336747,20.98440556059171,0.3440420494028086,consumption
1995,Greece,36.975572437673435,27.32148180003204,24.96632235841574,0.2575201924369393,income
2000,Greece,34.23919487828182,25.66771622546016,26.598182325803847,0.2097917941471617,income
2003,Greece,32.76233803454351,24.58334142056629,27.53364176445908,0.1930368099064252,income
2004,Greece,33.59099002470879,25.493936672273,27.14843253148802,0.2060947065630159,income
2005,Greece,34.59823275062917,26.32610557291233,26.606207889526562,0.2112950296495491,income
2006,Greece,35.12380482363826,26.72561598866204,26.36185264740767,0.2229173508901228,income
2007,Greece,33.95357553237585,26.023076107991137,27.186962130216198,0.2100397118257904,income
2008,Greece,33.58936240707495,26.04849647063879,27.47420803312557,0.2032462859429128,income
2009,Greece,33.61905743954607,26.0262657818633,27.43199991417304,0.2066984014074874,income
2010,Greece,34.10332817378102,25.64393802081109,26.92796729483986,0.2201602717080081,income
2011,Greece,34.8494120310329,25.62671628494248,26.3504180388028,0.2364241850717658,income
2012,Greece,36.25100078377924,26.62021348740222,25.41541981392949,0.2550845439175446,income
2013,Greece,36.12736056728677,26.43744364179837,25.470213313380164,0.2439659905193308,income
2014,Greece,35.80950553073035,26.13593349293256,25.638632447331847,0.250830634150273,income
2015,Greece,36.000259540200005,26.23421332560782,25.452267144480132,0.2533889824294109,income
2016,Greece,34.9586399032126,25.875954113937112,26.302409837004557,0.2315872007029612,income
2017,Greece,34.35202107673153,25.87550868073604,26.80709952098014,0.220245819748158,income
2018,Greece,32.89120526515416,24.87431412739668,27.54833568198546,0.1893682493403928,income
2019,Greece,33.104456229250616,24.90669069272111,27.465973709443148,0.20440584148783,income
1986,Guatemala,58.256903820813676,46.72727396028068,13.63595825739994,0.6371542202894983,income
1989,Guatemala,59.598774035194914,46.78341391122897,12.35680218922255,0.7011068691816443,income
1998,Guatemala,,,0.0,,income
2000,Guatemala,54.176521008246304,43.86378266972388,16.03643986591714,0.5310027480642493,income
2006,Guatemala,54.57072142456858,43.20907939272587,15.419536171666742,0.5476101580587154,income
2014,Guatemala,48.27858949121326,38.05048964560514,19.07614072109644,0.4099439839500776,income
1991,Guinea,46.84304836688162,31.73566073608538,17.71549861154262,0.4509827529894258,consumption
1994,Guinea,46.081609480444726,36.04530994522346,20.00776105807629,0.3584155605508914,consumption
2002,Guinea,43.00416364174587,33.96448165022312,21.96061640745388,0.3122284016784067,consumption
2007,Guinea,39.355346861699694,30.069129477353968,23.78272626572651,0.2594449259934146,consumption
2012,Guinea,33.72970464882602,26.40958058613247,27.322761284921427,0.1910851448721656,consumption
2018,Guinea,29.591953001009706,23.085350906632428,29.656302652005692,0.1443449050049793,consumption
1993,Guinea-Bissau,43.61022630012482,34.396048324808,21.51562245327806,0.3221221285678061,consumption
2002,Guinea-Bissau,35.56974589468559,28.058037723955348,26.31637309330185,0.2125257457356495,consumption
2010,Guinea-Bissau,50.6642398909958,41.9998531702576,18.36223220712768,0.4467190210761092,consumption
2018,Guinea-Bissau,34.76523039627381,27.60014048045868,26.726733063006265,0.1960079559748187,consumption
1992,Guyana,,,0.0,,income
1998,Guyana,45.11814167733494,34.44614714944984,20.59490751267759,0.4373185137992794,income
2001,Haiti,59.4766183608848,47.82381495726359,13.0163020290854,0.6922780123974124,income
2012,Haiti,41.10377373169419,31.197437252736336,22.73312625456588,0.2931352922654103,consumption
2012,Haiti,60.7868059371168,48.21376482584171,11.771927048817439,0.7341941746025923,income
1986,Honduras,55.09302968090468,43.255472507362654,14.860548377855581,0.5510054408430148,income
1989,Honduras,59.49014856232817,48.18161699502966,13.08683859993133,0.659037375774594,income
1990,Honduras,57.35672728619727,45.46625354053881,13.826222099923681,0.6134151362069534,income
1991,Honduras,51.85066977617407,40.810348758461416,16.91585073534008,0.4809242821036251,income
1992,Honduras,51.82845515080097,41.36885013725249,17.18486087206444,0.4774588174378569,income
1993,Honduras,53.46744798691962,42.80124928623737,16.19600212128218,0.5145558768317006,income
1994,Honduras,55.01017018195603,43.49681385899464,15.167730300584378,0.5625577615385547,income
1995,Honduras,55.485476497243226,43.82114314786713,14.890921840320061,0.5676558125021944,income
1996,Honduras,55.72156360042604,43.70818170750865,14.60046079647416,0.5813763216660331,income
1997,Honduras,52.73399991393804,41.39526600409532,16.34580873431015,0.503927127245596,income
1998,Honduras,57.42542852294781,44.623848978006855,13.487443132763339,0.629614840229375,income
1999,Honduras,55.35134013048181,41.85264128777044,14.31923335452785,0.5825340620288616,income
2001,Honduras,55.36071940885385,41.57040328644982,13.98846022517701,0.5961884949228817,income
2002,Honduras,55.73095801975785,42.7132577813893,14.12277014102261,0.5964739048201295,income
2003,Honduras,58.12125066793632,45.05302665567258,12.851129706173932,0.6506282486146254,income
2004,Honduras,58.133913485615466,44.87460755497179,12.843709943437648,0.6535384415406922,income
2005,Honduras,59.511591093470685,46.12433523382385,12.06554908136837,0.7224656137946627,income
2006,Honduras,57.5427778507408,43.98653714287456,13.020018829198799,0.6676057587366915,income
2007,Honduras,55.82030727204324,43.07758121074232,14.220209179760179,0.5845587469024135,income
2008,Honduras,55.49990703495049,43.029564092143104,14.5252827467472,0.5899923346241502,income
2009,Honduras,51.28332278806622,38.40969150405416,16.403883388404292,0.488087712990063,income
2010,Honduras,53.08706587764769,40.20407321544905,15.441756139319569,0.5229680791470739,income
2011,Honduras,52.55978559313807,39.74397572149604,15.790223189986392,0.5238096710817879,income
2012,Honduras,53.37070984419767,40.39715450118738,15.266626765499309,0.5396166187360688,income
2013,Honduras,49.959751768964864,36.95033515169781,16.9627147135978,0.4614843253127731,income
2014,Honduras,49.87858626473279,37.36828436329965,17.170807813820222,0.4508371170226891,income
2015,Honduras,49.24989297389206,36.60694645887901,17.38981842012123,0.4410607668814403,income
2016,Honduras,49.81186016046447,36.04951474976764,16.76441045485046,0.470895305820089,income
2017,Honduras,49.44552648326352,36.55554815576687,17.30965832763589,0.4541862227843212,income
2018,Honduras,48.93778449405987,35.34019094345317,17.342838747170752,0.4494129709824694,income
2019,Honduras,48.16816743143374,34.6468080880749,17.5835942196946,0.4306296836821964,income
1987,Hungary,20.96003074052566,19.00217040880026,35.666515062424935,0.0761031874025953,income
1989,Hungary,25.047778837342634,21.628846130061,32.97420951307206,0.1020717175813934,income
1991,Hungary,29.63395351198973,23.82363641486268,30.506348347374722,0.1738783814183599,income
1993,Hungary,27.9409737556495,24.19461893100969,31.58484603376865,0.1341974893775649,income
1994,Hungary,33.2893951189484,26.23711820399678,27.89304368048108,0.2061970522698945,income
1998,Hungary,26.381921100207563,21.910440886402448,32.074690233202,0.115144693567992,consumption
1999,Hungary,27.635402963084623,23.24817249233415,31.500765225982207,0.1300091505098889,consumption
1999,Hungary,30.21984344170606,24.631073595317428,29.873545475891518,0.1569775173820007,income
2000,Hungary,27.22058131347022,22.822995347289,31.698185987246056,0.1244243828541851,consumption
2001,Hungary,26.92448437107182,22.11799508450207,31.6764099986734,0.119687185456484,consumption
2002,Hungary,26.837890331476462,22.21155081676424,31.7843720028604,0.1180932569386059,consumption
2003,Hungary,30.925755495708863,24.64956852707832,29.135465579352548,0.1591553164823259,consumption
2004,Hungary,30.022427419074223,24.19818234861306,29.725483279102548,0.1501255067435459,consumption
2004,Hungary,29.864447082497207,24.19911050411032,30.02480535567759,0.154517796747228,income
2005,Hungary,30.19102016810878,23.92807574403126,29.464749770270657,0.1501438429779591,consumption
2005,Hungary,34.72250329998816,28.07304037400712,27.381719503327332,0.2184565064239255,income
2006,Hungary,28.95891768551827,23.24329007256568,30.343233361860893,0.1390093878010428,consumption
2006,Hungary,28.29661272112778,22.80170092148128,30.84766710311539,0.1392390248571877,income
2007,Hungary,31.15509137498109,25.33546837458614,29.18618636932867,0.1618522129831941,consumption
2007,Hungary,27.88223601336737,22.33824643659439,31.01152539651767,0.1329515767071303,income
2008,Hungary,27.514043194315853,22.06016017171934,31.23838310816702,0.1280866970658457,income
2009,Hungary,26.95963983619707,21.47397551310678,31.52682376291103,0.1234580843499616,income
2010,Hungary,29.44422587538693,23.099941494789032,29.92797177414137,0.1475544443998637,income
2011,Hungary,29.1583422943667,23.16473202877331,30.3389651807327,0.1478773897031139,income
2012,Hungary,30.80418661991231,23.89343720082693,29.173432371187857,0.1676614672017126,income
2013,Hungary,31.50410221015213,24.430857746459587,28.731924869131802,0.1723462746922284,income
2014,Hungary,30.91766108797997,24.04285049915963,29.04087226297987,0.1726087013756791,income
2015,Hungary,30.40823015152569,23.790870548277272,29.3858247464306,0.1677603949914272,income
2016,Hungary,30.32761854890128,23.81775579853631,29.453359400422563,0.1773054000045189,income
2017,Hungary,30.584123503474597,23.90395438332365,29.3519619787903,0.1759755789409413,income
2018,Hungary,29.61204436230077,23.23576149051689,29.94812366443372,0.1598721398952798,income
2019,Hungary,29.950472787846177,23.33005534347981,29.665040056564,0.1679275988791148,income
2003,Iceland,26.836036971038702,22.63588985409408,32.11610819882218,0.1263546387511194,income
2004,Iceland,27.982140184149028,23.73969788269647,31.53466466482,0.1411377598270739,income
2005,Iceland,29.00244692951983,24.35893927111594,30.85194978618219,0.1456408728647931,income
2006,Iceland,30.24515054434066,25.385092773931827,30.147173776319743,0.1619258795319552,income
2007,Iceland,29.47095974984994,24.78372560740538,30.58737406404736,0.1496388010789837,income
2008,Iceland,31.78927852223965,27.07789641076766,29.32081914335937,0.1730573601955017,income
2009,Iceland,28.6564100300263,24.00499588175587,31.034978676841753,0.1432600144089482,income
