Year,Entity,Gini_posttax_dis,Gini_posttax_nat,Gini_pretax,Top_10_share_posttax_dis,Top_10_share_posttax_nat,Top_10_share_pretax,Bottom_50_share_posttax_dis,Bottom_50_share_posttax_nat,Bottom_50_share_pretax
1983,South Korea,,,44.169565328332,,,28.24,,,20.77
1984,South Korea,,,44.150688276411096,,,27.96,,,20.77
1985,South Korea,,,44.1308277354674,,,27.34,,,20.77
1986,South Korea,,,44.2972730007116,,,32.01,,,20.77
1987,South Korea,,,44.2972730007116,,,32.01,,,20.77
1988,South Korea,,,44.2972730007116,,,32.01,,,20.77
1989,South Korea,,,44.2972730007116,,,32.01,,,20.77
1990,South Korea,,,44.2972730007116,,,32.01,,,20.77
1991,South Korea,,,44.2972730007116,,,32.01,,,20.77
1992,South Korea,,,44.2972730007116,,,32.01,,,20.77
1993,South Korea,,,44.2972730007116,,,32.01,,,20.77
1994,South Korea,,,44.2972730007116,,,32.01,,,20.77
1995,South Korea,,,44.1999249875219,,,29.76,,,20.77
1996,South Korea,,,44.2736281905754,,,32.76,,,20.77
1997,South Korea,,,44.2951483072493,,,33.37,,,20.77
1998,South Korea,,,44.2285865175359,,,31.630000000000003,,,20.77
1999,South Korea,,,44.2736114836743,,,32.87,,,20.77
2000,South Korea,,,44.3090796489459,,,33.629999999999995,,,20.77
2001,South Korea,,,44.3437180655261,,,34.42,,,20.77
2002,South Korea,,,44.3823122250367,,,35.31,,,20.77
2003,South Korea,,,44.4037384087667,,,35.9,,,20.77
2004,South Korea,,,44.422823405547504,,,36.06,,,20.77
2005,South Korea,,,44.3903443549511,,,34.7,,,20.77
2006,South Korea,,,44.2972730007116,,,32.01,,,20.77
2007,South Korea,,,44.6475615866103,,,31.95,,,20.91
2008,South Korea,,,45.8559982879777,,,33.37,,,19.83
2009,South Korea,,,46.1626387170616,,,33.300000000000004,,,19.92
2010,South Korea,,,46.3703517715771,,,34.97,,,20.09
2011,South Korea,,,46.6117588866069,,,34.92,,,20.19
2012,South Korea,,,44.3726793180307,,,32.95,,,21.12
2013,South Korea,,,44.7618458034166,,,32.910000000000004,,,21.23
2014,South Korea,,,43.692858125314196,,,31.81,,,21.31
2015,South Korea,,,45.7557132883316,,,34.62,,,20.65
2016,South Korea,,,45.755712892519504,,,34.62,,,20.65
2009,South Sudan,,,62.1749937036952,,,49.39,,,10.97
2016,South Sudan,,,61.6076621584966,,,50.01,,,11.91
1933,Spain,,,,,,,,,
1934,Spain,,,,,,,,,
1935,Spain,,,,,,,,,
1940,Spain,,,,,,,,,
1941,Spain,,,,,,,,,
1942,Spain,,,,,,,,,
1943,Spain,,,,,,,,,
1944,Spain,,,,,,,,,
1945,Spain,,,,,,,,,
1946,Spain,,,,,,,,,
1947,Spain,,,,,,,,,
1948,Spain,,,,,,,,,
1949,Spain,,,,,,,,,
1950,Spain,,,,,,,,,
1951,Spain,,,,,,,,,
1952,Spain,,,,,,,,,
1953,Spain,,,,,,,,,
1954,Spain,,,,,,,,,
1955,Spain,,,,,,,,,
1957,Spain,,,,,,,,,
1958,Spain,,,,,,,,,
1959,Spain,,,,,,,,,
1961,Spain,,,,,,,,,
1971,Spain,,,,,,,,,
1980,Spain,43.3041754206357,40.184993302890994,46.172090473635,32.97,31.32,34.93,22.13,24.14,20.31
1981,Spain,43.1022282978411,39.9835696527376,45.9667417926479,32.75,31.1,34.69,22.22,24.23,20.41
1982,Spain,43.7663904759509,40.5918870896159,46.078588511928196,34.23,32.47,34.89,21.98,24.01,20.41
1983,Spain,43.1946680884724,40.045626641674296,45.9183318643969,32.65,31.0,34.83,22.22,24.24,20.55
1984,Spain,42.5026311672131,39.397870035967806,46.0099919971231,32.77,31.1,34.93,22.61,24.610000000000003,20.5
1985,Spain,43.437194481384,40.2697991598817,46.6097152000128,33.15,31.47,35.17,21.96,24.01,19.99
1986,Spain,43.9380354330819,40.763885296538,47.5995949491733,33.92,32.190000000000005,36.35,21.72,23.76,19.57
1987,Spain,43.823357129677,40.6512295128881,47.7763780140417,33.910000000000004,32.18,36.43,21.83,23.87,19.42
1988,Spain,44.708632697289005,41.4789827955186,48.0292318070759,34.02,32.29,36.720000000000006,21.25,23.33,19.28
1989,Spain,44.4039585183169,41.2139033889723,48.6586959647902,34.07,32.34,37.34,21.41,23.46,18.96
1990,Spain,44.6062625159254,41.3719061724024,48.432283917720596,33.95,32.21,36.7,21.16,23.25,18.94
1991,Spain,44.4137039289213,41.1896826872873,47.7648140623689,33.48,31.78,36.01,21.28,23.37,19.24
1992,Spain,43.389232785718704,40.2166524714655,47.0500504723976,32.77,31.11,35.260000000000005,21.75,23.82,19.64
1993,Spain,42.606620136846004,39.492263390925295,46.4170747320189,31.82,30.23,34.68,22.13,24.17,19.9
1994,Spain,43.4038789999327,40.255769196985405,47.029367476913805,32.66,31.01,35.24,21.71,23.76,19.59
1995,Spain,43.6739538032878,40.5238625614363,47.450538935767,32.92,31.27,35.52,21.56,23.61,19.31
1996,Spain,43.299830716882,40.1803733996825,47.1783095246746,32.46,30.84,35.370000000000005,21.74,23.78,19.52
1997,Spain,41.4826147142374,38.5390747652657,46.0621342655717,30.94,29.45,34.300000000000004,22.76,24.69,20.12
1998,Spain,41.917153489178496,38.9206696660516,46.3455223903406,31.3,29.78,34.39,22.44,24.41,19.9
1999,Spain,41.9868213944035,38.9173772613791,46.6865754481677,31.3,29.74,34.65,22.35,24.37,19.71
2000,Spain,40.9262073352675,37.9618143972165,45.877646751553094,30.5,29.01,34.239999999999995,23.09,25.040000000000003,20.24
2001,Spain,40.2408521729905,37.3422575930624,45.503282454697604,29.69,28.27,33.69,23.35,25.27,20.36
2002,Spain,41.0943815944741,38.0533877989572,45.5075424906443,30.35,28.84,33.95,22.97,24.97,20.46
2003,Spain,40.0562169186173,37.0796876249855,45.749790295563706,29.6,28.14,34.2,23.48,25.45,20.34
2004,Spain,40.2174688140318,37.1254882065406,45.5413113447811,29.91,28.38,34.03,23.43,25.47,20.45
2005,Spain,39.617039673317,36.4567930404937,45.2624781012545,29.49,27.94,33.71,23.79,25.88,20.61
2006,Spain,39.4314504148523,36.1533766647796,45.7608962962698,28.72,27.16,34.68,23.68,25.87,20.59
2007,Spain,39.040838280859006,35.6978363833647,45.7981609273361,29.270000000000003,27.62,34.57,24.11,26.33,20.46
2008,Spain,40.6691557109905,37.1585873516459,46.0384769397081,31.06,29.24,34.8,23.51,25.8,20.36
2009,Spain,42.5279840062977,38.7040321801045,46.9578362881727,32.6,30.570000000000004,35.88,22.46,24.94,19.950000000000003
2010,Spain,41.474450239183,37.7266024022045,45.5514566791138,31.480000000000004,29.54,34.33,22.97,25.42,20.62
2011,Spain,41.6011015567051,37.8725071525263,45.3708547347837,31.26,29.35,34.06,22.81,25.25,20.65
2012,Spain,41.298022224219,37.6607463879321,45.3856910765751,31.8,29.880000000000003,34.64,23.26,25.61,20.87
2013,Spain,42.5841496503594,38.9444113398692,45.6951887676759,32.28,30.37,34.69,22.39,24.75,20.62
2014,Spain,42.9048265047378,39.2461512253398,45.9024330129125,32.4,30.49,34.870000000000005,22.23,24.6,20.54
2015,Spain,43.086057307805696,39.3546647833531,46.2925095054956,32.73,30.76,35.32,22.22,24.63,20.37
2016,Spain,43.191978459152104,39.502834033965,46.2925770959451,32.65,30.71,35.11,22.05,24.44,20.23
2017,Spain,42.9448330128615,39.2755942787836,45.8747777819191,32.62,30.69,35.07,22.3,24.66,20.630000000000003
1985,Sri Lanka,,,53.39537534379561,,,42.23,,,16.650000000000002
1990,Sri Lanka,,,54.7788736450684,,,44.62,,,16.35
1995,Sri Lanka,,,56.2045496534942,,,45.3,,,15.23
2002,Sri Lanka,,,61.4421787676001,,,50.580000000000005,,,12.64
2006,Sri Lanka,,,60.62006293205609,,,49.68,,,13.07
2009,Sri Lanka,,,57.226957866181,,,46.42,,,14.84
2012,Sri Lanka,,,59.189497788130296,,,48.66,,,13.96
2016,Sri Lanka,,,59.1143677733967,,,48.98,,,14.14
2009,Sudan,,,54.3586954514537,,,42.51,,,15.54
2014,Sudan,,,55.370653372602895,,,45.04,,,15.77
1903,Sweden,,,,,,48.86,,,
1907,Sweden,,,,,,46.66,,,
1911,Sweden,,,,,,44.12,,,
1912,Sweden,,,,,,46.25,,,
1916,Sweden,,,,,,52.94,,,
1919,Sweden,,,,,,41.89,,,
1920,Sweden,,,,,,35.809999999999995,,,
1930,Sweden,,,,,,38.39,,,
1934,Sweden,,,,,,38.04,,,
1935,Sweden,,,,,,36.16,,,
1941,Sweden,,,,,,34.08,,,
1943,Sweden,,,,,,35.59,,,
1944,Sweden,,,,,,34.83,,,
1945,Sweden,,,,,,34.22,,,
1946,Sweden,,,,,,34.31,,,
1947,Sweden,,,,,,32.129999999999995,,,
1948,Sweden,,,,,,30.84,,,
1949,Sweden,,,,,,30.44,,,
1950,Sweden,,,,,,30.37,,,
1951,Sweden,,,,,,29.99,,,
1952,Sweden,,,,,,29.22,,,
1953,Sweden,,,,,,29.74,,,
1954,Sweden,,,,,,29.34,,,
1955,Sweden,,,,,,28.94,,,
1956,Sweden,,,,,,28.94,,,
1957,Sweden,,,,,,29.32,,,
1958,Sweden,,,,,,29.62,,,
1959,Sweden,,,,,,30.16,,,
1960,Sweden,,,,,,30.45,,,
1961,Sweden,,,,,,30.45,,,
1962,Sweden,,,,,,30.16,,,
1963,Sweden,,,,,,30.03,,,
1964,Sweden,,,,,,29.880000000000003,,,
1965,Sweden,,,,,,29.75,,,
1966,Sweden,,,,,,29.64,,,
1967,Sweden,,,,,,30.4,,,
1968,Sweden,,,,,,30.49,,,
1969,Sweden,,,,,,30.16,,,
1970,Sweden,,,,,,29.47,,,
1971,Sweden,,,,,,28.48,,,
1972,Sweden,,,,,,28.03,,,
1973,Sweden,,,,,,27.750000000000004,,,
1974,Sweden,,,,,,27.17,,,
1975,Sweden,,,,,,26.51,,,
1976,Sweden,,,,,,25.69,,,
1977,Sweden,,,,,,24.85,,,
1978,Sweden,,,,,,24.49,,,
1979,Sweden,,,,,,24.77,,,
1980,Sweden,28.599077440229998,25.723062814014604,35.3350536950767,23.1,21.790000000000003,25.6,31.07,32.97,26.590000000000003
1981,Sweden,27.8149448514057,24.9441393871102,35.005261529848404,22.65,21.34,25.6,31.51,33.410000000000004,26.950000000000003
1982,Sweden,29.4174674370396,26.397777693685498,35.9927985333122,24.0,22.56,26.700000000000003,30.680000000000003,32.66,26.53
1983,Sweden,29.6207626566463,26.529884219910798,36.3280502485558,24.16,22.69,27.03,30.53,32.56,26.36
1984,Sweden,30.0533991579769,26.929671086072897,37.2068778662076,25.61,23.99,28.4,30.59,32.61,26.14
1985,Sweden,30.5790325107978,27.461171109515398,37.1013206326012,25.52,23.93,28.2,30.22,32.24,26.14
1986,Sweden,30.183206878157897,27.088151482224298,37.0556613932649,24.84,23.32,28.050000000000004,30.39,32.4,26.08
1987,Sweden,29.8989908894065,26.848264878724798,37.0632379886885,24.92,23.4,28.14,30.6,32.58,26.16
1988,Sweden,30.124843061727802,27.066783441936998,37.5953945897557,25.14,23.6,28.82,30.53,32.51,25.96
1989,Sweden,30.328126055371,27.2117999598606,36.9782879511078,25.53,23.93,28.050000000000004,30.41,32.43,26.18
1990,Sweden,27.9356388300613,24.912714734197998,35.7106297257022,23.47,22.01,26.55,31.53,33.53,26.73
1991,Sweden,28.980247594075,25.8997915155856,36.4268052486391,23.27,21.86,27.16,30.77,32.81,26.27
1992,Sweden,29.018018556611803,25.9414582982828,36.0584301146407,23.42,21.99,26.790000000000003,30.83,32.86,26.450000000000003
1993,Sweden,30.6022407758256,27.4149388456362,36.9100703539686,24.1,22.63,27.700000000000003,29.92,32.01,26.06
1994,Sweden,32.3575767962758,29.114871771282903,39.5746349185849,26.53,24.87,30.58,29.17,31.26,24.84
1995,Sweden,33.3247149230345,30.0717368529817,40.0684905805683,27.83,26.090000000000003,31.49,28.860000000000003,30.92,24.79
1996,Sweden,32.1856395816681,28.8474638615625,39.434082170536996,26.66,24.93,30.67,29.31,31.46,24.98
1997,Sweden,34.0889980566743,30.578964290045,40.518599044173,28.46,26.56,31.72,28.35,30.58,24.4
1998,Sweden,33.337879435305204,29.8307200270507,40.651910999090305,27.750000000000004,25.88,31.8,28.7,30.94,24.32
1999,Sweden,33.169262316791,29.6561108271419,40.9117919716806,27.4,25.56,32.0,28.7,30.96,24.17
2000,Sweden,31.094494281315498,27.8586561679209,39.1996601984758,26.4,24.69,31.08,30.03,32.11,25.290000000000003
2001,Sweden,30.733060283063,27.4330779364282,38.323993141796095,25.72,24.03,29.79,30.08,32.22,25.53
2002,Sweden,30.5406006459329,27.2157909439048,38.530633892048996,25.85,24.12,30.16,30.23,32.39,25.5
2003,Sweden,30.9462416527424,27.5820060968467,39.5808571668805,26.56,24.76,31.24,30.26,32.4,25.03
2004,Sweden,30.5139686356029,27.2168726882867,40.098825158411,26.68,24.88,31.840000000000003,30.630000000000003,32.72,24.86
2005,Sweden,33.036415279972395,29.448297205910002,41.1474024997666,27.48,25.58,32.64,28.99,31.28,24.2
2006,Sweden,33.3366709525294,29.822081234108598,42.0863277481153,28.38,26.44,33.78,28.92,31.15,23.82
2007,Sweden,33.8977518468077,30.3305562809385,42.0243950399396,27.94,26.05,33.02,28.2,30.49,23.55
2008,Sweden,34.2901834786431,30.6357202397805,41.325335467398396,27.34,25.49,31.93,27.71,30.09,23.74
2009,Sweden,33.1394562310646,29.3973065780673,40.5212503197116,25.8,24.02,30.49,28.03,30.51,23.78
2010,Sweden,34.520975569863296,30.858608536291797,42.121909048384495,26.62,24.86,31.630000000000003,27.09,29.520000000000003,22.78
2011,Sweden,33.112582698242896,28.707681668835498,41.4743939802207,26.19,24.04,31.130000000000003,28.06,30.97,23.14
2012,Sweden,31.634827467424397,27.366474724495397,39.395716030327996,25.130000000000003,23.09,29.99,29.01,31.85,24.55
2013,Sweden,32.083297264212604,27.7189304585857,39.588599225862,25.4,23.31,30.06,28.78,31.67,24.43
2014,Sweden,32.4815567231674,28.0488401260627,40.128341952585004,25.51,23.39,30.26,28.44,31.380000000000003,23.99
2015,Sweden,32.7001874418738,28.157315855588998,40.9895816178064,25.85,23.65,31.09,28.35,31.36,23.53
2016,Sweden,30.7979952289534,26.383640681661003,39.3694917754921,23.99,21.98,29.33,29.31,32.28,24.3
2017,Sweden,31.6739775360961,27.1695592202381,40.071576437904,25.02,22.89,30.270000000000003,28.98,31.97,24.08
1933,Switzerland,,,,,,32.43,,,
1934,Switzerland,,,,,,32.300000000000004,,,
1936,Switzerland,,,,,,32.07,,,
1939,Switzerland,,,,,,33.0,,,
1941,Switzerland,,,,,,32.71,,,
1943,Switzerland,,,,,,33.239999999999995,,,
1945,Switzerland,,,,,,32.02,,,
1947,Switzerland,,,,,,32.29,,,
1949,Switzerland,,,,,,31.7,,,
1951,Switzerland,,,,,,31.3,,,
1953,Switzerland,,,,,,31.06,,,
1955,Switzerland,,,,,,31.28,,,
1957,Switzerland,,,,,,31.47,,,
1959,Switzerland,,,,,,31.56,,,
1961,Switzerland,,,,,,31.72,,,
1963,Switzerland,,,,,,31.6,,,
1965,Switzerland,,,,,,32.29,,,
1967,Switzerland,,,,,,32.7,,,
1969,Switzerland,,,,,,32.49,,,
1971,Switzerland,,,,,,30.96,,,
1973,Switzerland,,,,,,30.31,,,
1975,Switzerland,,,,,,30.18,,,
1977,Switzerland,,,,,,30.12,,,
1979,Switzerland,,,,,,30.08,,,
1980,Switzerland,37.5752228688281,36.4857154225934,40.596402311430104,28.99,28.44,30.5,25.61,26.32,23.73
1981,Switzerland,37.6058346896826,36.515435668691495,40.6193764997816,28.99,28.44,30.51,25.590000000000003,26.290000000000003,23.71
1982,Switzerland,37.614421256955,36.523758271678,40.7421723203683,29.1,28.55,30.72,25.62,26.33,23.7
1983,Switzerland,37.9073368667896,36.8082248422773,40.8997396478469,29.26,28.7,30.92,25.480000000000004,26.19,23.65
1984,Switzerland,38.079357720574706,36.9752246156189,41.1594839037733,29.3,28.74,31.12,25.41,26.12,23.45
1985,Switzerland,39.181447809225,38.045415114277894,41.3910626069523,30.33,29.74,31.24,24.85,25.58,23.31
1986,Switzerland,38.2863094232498,37.1761728646995,41.2706561169031,29.34,28.78,31.230000000000004,25.27,25.99,23.44
1987,Switzerland,37.6871171397937,36.594366477318005,41.2198505155175,28.93,28.38,31.17,25.590000000000003,26.3,23.46
1988,Switzerland,38.1715918922083,37.064778408601,40.871138467560506,28.92,28.37,30.85,25.3,26.01,23.65
1989,Switzerland,37.4842992933697,36.3974194845767,40.4902515963087,28.55,28.01,30.5,25.74,26.44,23.85
1990,Switzerland,38.221887829528,37.1135956878604,40.4765713099628,28.6,28.06,30.28,25.14,25.86,23.76
1991,Switzerland,38.6882154910269,37.5665693497053,40.2078147792302,29.6,29.03,30.16,24.98,25.71,23.98
1992,Switzerland,37.9529124230572,36.8526524743231,40.2381465651608,28.51,27.98,29.94,25.31,26.03,23.86
1993,Switzerland,37.8313788027747,36.7349466526243,40.2825980641907,28.14,27.62,29.78,25.3,26.02,23.79
1994,Switzerland,37.438558157623504,36.3535467692465,40.0519706301772,28.21,27.68,29.83,25.61,26.32,24.02
1995,Switzerland,36.9987524327105,35.9280080135854,39.8487328829518,28.050000000000004,27.52,29.83,25.95,26.640000000000004,24.19
1996,Switzerland,37.9987761958329,36.8819396016576,41.2865834075113,29.2,28.64,31.380000000000003,25.46,26.18,23.48
1997,Switzerland,38.5452668618726,37.459708758056095,41.81747219342,29.78,29.22,31.97,25.180000000000003,25.88,23.27
1998,Switzerland,39.4945619485846,38.3903288848447,42.2915211862524,30.66,30.08,32.42,24.64,25.35,23.0
1999,Switzerland,38.8736761272483,37.7593498511271,41.7467727874644,29.64,29.08,31.75,24.94,25.66,23.23
2000,Switzerland,39.2344309346896,38.1165178241488,42.3945305260609,30.92,30.33,32.42,24.93,25.64,22.84
2001,Switzerland,37.997026506340994,36.7789301458822,41.8476865699603,28.72,28.12,31.41,25.21,26.0,22.95
2002,Switzerland,36.6992218512819,35.3880789064509,41.0826850051112,27.47,26.840000000000003,30.49,25.86,26.72,23.28
2003,Switzerland,38.0299433957536,36.6996164552788,42.807959128352,28.97,28.3,32.42,25.34,26.21,22.52
2004,Switzerland,38.7923703487914,37.4442764353013,43.1677977083154,29.89,29.2,33.03,24.9,25.78,22.41
2005,Switzerland,40.5480856738364,39.1872940856771,44.3514916307308,31.19,30.48,34.29,23.99,24.86,21.88
2006,Switzerland,42.0529225176047,40.718011973282806,44.830931894453805,33.09,32.36,35.02,23.36,24.2,21.78
2007,Switzerland,41.4540132299567,40.0612402887233,43.6419045715617,31.94,31.2,33.62,23.49,24.39,22.22
2008,Switzerland,42.7883065022957,41.1096793293897,41.4794117578801,30.28,29.49,31.08,22.48,23.56,23.14
2009,Switzerland,39.3949484661963,37.8635662352117,42.0788745884693,29.770000000000003,29.0,31.75,24.44,25.44,22.91
2010,Switzerland,40.701439551415305,39.2235629023155,44.0267653326074,31.33,30.55,33.900000000000006,23.87,24.81,22.0
2011,Switzerland,39.3492238175611,37.8007682486977,43.8853135798752,30.14,29.35,33.98,24.55,25.55,22.19
2012,Switzerland,39.1890995627726,37.5837982607283,43.143699831530604,30.3,29.46,32.99,24.79,25.82,22.5
2013,Switzerland,38.9066910732016,37.324701427829496,43.254722840347895,30.15,29.33,33.11,24.85,25.87,22.35
2014,Switzerland,38.8861188269473,37.2858070403417,43.123583911818706,30.04,29.22,32.89,24.85,25.89,22.39
2015,Switzerland,38.8183380371878,37.1832157641137,43.0075509176888,30.06,29.22,32.72,24.95,26.0,22.5
2016,Switzerland,39.1527229355923,37.4902925170638,43.0758555338933,29.81,28.97,32.550000000000004,24.6,25.68,22.35
2017,Switzerland,39.4228288817096,37.658891696700906,42.6631472086996,29.64,28.76,32.15,24.48,25.62,22.59
1996,Syria,,,63.587375496813806,,,53.46,,,11.8
2003,Syria,,,64.5774792756718,,,54.22,,,11.13
2004,Syria,,,65.1421884024593,,,54.25,,,10.53
1977,Taiwan,,,,,,34.36,,,
1978,Taiwan,,,,,,34.39,,,
1979,Taiwan,,,,,,34.57,,,
1980,Taiwan,,,47.2187081814283,,,34.79,,,18.73
1981,Taiwan,,,47.2240686641911,,,34.92,,,18.73
1982,Taiwan,,,48.6649473764871,,,35.45,,,17.61
1983,Taiwan,,,48.5720736604449,,,35.480000000000004,,,17.71
1984,Taiwan,,,48.9000781986114,,,35.410000000000004,,,17.37
1985,Taiwan,,,50.106940270976,,,36.33,,,16.64
1986,Taiwan,,,49.4444350183009,,,35.74,,,17.0
1987,Taiwan,,,49.8409917039339,,,36.16,,,16.830000000000002
1988,Taiwan,,,49.104928458886796,,,35.93,,,17.419999999999998
1989,Taiwan,,,49.992346814057896,,,36.54,,,16.869999999999997
1990,Taiwan,,,50.6669570942975,,,37.03,,,16.439999999999998
1991,Taiwan,,,51.1175851576866,,,37.57,,,16.259999999999998
1992,Taiwan,,,50.4776401847721,,,36.71,,,16.470000000000002
1993,Taiwan,,,51.153219541787095,,,36.67,,,15.83
1994,Taiwan,,,52.040577577730595,,,38.05,,,15.6
1995,Taiwan,,,52.7700829072884,,,38.74,,,15.21
1996,Taiwan,,,53.184918317695896,,,38.34,,,14.66
1997,Taiwan,,,53.72707535405969,,,38.89,,,14.4
1998,Taiwan,,,54.6999561649699,,,39.83,,,13.91
1999,Taiwan,,,55.2453961992981,,,40.53,,,13.7
2000,Taiwan,,,56.5630922325454,,,41.81,,,13.06
2001,Taiwan,,,59.069688398057,,,44.0,,,11.76
2002,Taiwan,,,59.032259522877,,,43.85,,,11.7
2003,Taiwan,,,60.5004022749881,,,45.79,,,11.2
2004,Taiwan,,,60.56339645336381,,,46.09,,,11.23
2005,Taiwan,,,61.6471566649778,,,46.63,,,10.489999999999998
2006,Taiwan,,,61.665767506352196,,,46.14,,,10.24
2007,Taiwan,,,62.05989898644761,,,46.75,,,10.13
2008,Taiwan,,,60.61552696626789,,,44.87,,,10.66
2009,Taiwan,,,60.7847939834471,,,46.07,,,11.0
2010,Taiwan,,,62.631603050269305,,,48.26,,,10.26
2011,Taiwan,,,61.9591241550125,,,47.36,,,10.48
2012,Taiwan,,,61.091812308291104,,,46.97,,,11.12
2013,Taiwan,,,60.9585986380921,,,47.08,,,11.27
2014,Taiwan,,,62.66505418359431,,,49.3,,,10.72
2015,Taiwan,,,61.0296937452517,,,47.32,,,11.29
2016,Taiwan,,,62.2833918181385,,,49.1,,,10.92
2017,Taiwan,,,60.8588788631522,,,48.120000000000005,,,11.79
1999,Tajikistan,,,49.6099350417756,,,38.12,,,18.34
2003,Tajikistan,,,53.929824281396,,,41.8,,,15.87
2004,Tajikistan,,,53.8446912157866,,,42.15,,,15.989999999999998
2007,Tajikistan,,,52.647327079073804,,,41.43,,,16.99
2009,Tajikistan,,,53.058340504816606,,,40.72,,,16.32
2015,Tajikistan,,,52.4981221215956,,,40.72,,,16.7
1948,Tanzania,,,,,,,,,
1949,Tanzania,,,,,,,,,
1950,Tanzania,,,,,,,,,
1951,Tanzania,,,,,,,,,
1952,Tanzania,,,,,,,,,
1953,Tanzania,,,,,,,,,
1954,Tanzania,,,,,,,,,
1955,Tanzania,,,,,,,,,
1956,Tanzania,,,,,,,,,
1957,Tanzania,,,,,,,,,
1958,Tanzania,,,,,,,,,
1959,Tanzania,,,,,,,,,
1960,Tanzania,,,,,,,,,
1961,Tanzania,,,,,,,,,
1962,Tanzania,,,,,,,,,
1963,Tanzania,,,,,,,,,
1964,Tanzania,,,,,,,,,
1965,Tanzania,,,,,,,,,
1966,Tanzania,,,,,,,,,
1967,Tanzania,,,,,,,,,
1968,Tanzania,,,,,,,,,
1969,Tanzania,,,,,,,,,
1970,Tanzania,,,,,,,,,
1991,Tanzania,,,54.570518086111896,,,43.13,,,15.77
2000,Tanzania,,,56.6399330559221,,,45.42,,,14.65
2007,Tanzania,,,59.957735633255304,,,49.49,,,13.33
2011,Tanzania,,,58.8485608584385,,,48.82,,,14.13
2014,Tanzania,,,60.0515687358445,,,50.09,,,13.54
2017,Tanzania,,,61.2526844686027,,,51.370000000000005,,,12.95
1981,Thailand,,,66.8799346444295,,,55.97,,,9.66
1989,Thailand,,,67.2864637315826,,,56.830000000000005,,,9.7
1990,Thailand,,,67.5220460365196,,,57.06,,,9.56
1991,Thailand,,,68.3627244987818,,,58.03,,,9.15
1992,Thailand,,,69.0553427934248,,,58.830000000000005,,,8.81
1993,Thailand,,,67.6796239813747,,,57.32000000000001,,,9.48
1994,Thailand,,,66.5131486059231,,,56.03,,,10.04
1995,Thailand,,,66.1460737311693,,,55.57,,,10.2
1996,Thailand,,,65.8732034159932,,,55.23,,,10.32
1997,Thailand,,,65.0130362906062,,,54.0,,,10.55
1998,Thailand,,,64.2204920717152,,,52.86,,,10.76
1999,Thailand,,,65.6061369617014,,,54.690000000000005,,,10.28
2000,Thailand,,,65.81484371097869,,,54.71,,,10.12
2001,Thailand,,,68.1001220010529,,,56.17,,,8.6
2002,Thailand,,,65.8348125060201,,,54.86,,,10.16
2003,Thailand,,,67.3090605404504,,,56.58,,,9.55
2004,Thailand,,,65.6182837471462,,,55.19,,,10.6
2005,Thailand,,,65.456877083377,,,54.87,,,10.58
2006,Thailand,,,65.217998870591,,,54.52,,,10.64
2007,Thailand,,,64.6874441436267,,,54.17,,,11.0
2008,Thailand,,,64.8730379209582,,,55.34,,,11.34
2009,Thailand,,,63.5652977597864,,,53.1,,,11.61
2010,Thailand,,,64.7090341472619,,,55.31,,,11.47
2011,Thailand,,,63.659537000574296,,,53.77,,,11.82
2012,Thailand,,,64.1783214609305,,,54.59,,,11.64
2013,Thailand,,,61.9555514067763,,,51.78,,,12.52
2014,Thailand,,,62.524278811768895,,,52.92,,,12.48
2015,Thailand,,,60.4362232123705,,,50.29,,,13.38
2016,Thailand,,,60.987842864701506,,,50.72,,,13.07
2017,Thailand,,,60.515169931577596,,,50.13,,,13.23
2018,Thailand,,,60.03707484465009,,,49.49,,,13.38
2019,Thailand,,,59.1998205286117,,,48.79,,,13.89
2001,Timor,,,58.853365347295,,,46.3,,,13.14
2007,Timor,,,52.28798014441271,,,40.24,,,16.84
2014,Timor,,,52.9566542905769,,,41.3,,,16.71
2006,Togo,,,60.982907518788195,,,49.59,,,12.35
2011,Togo,,,63.38803136502909,,,51.44,,,10.85
2015,Togo,,,60.375439984629,,,47.98,,,12.22
1946,Tunisia,,,,,,,,,
1947,Tunisia,,,,,,,,,
1948,Tunisia,,,,,,,,,
1952,Tunisia,,,,,,,,,
1953,Tunisia,,,,,,,,,
1954,Tunisia,,,,,,,,,
1955,Tunisia,,,,,,,,,
1956,Tunisia,,,,,,,,,
1985,Tunisia,,,62.4067215753421,,,51.55,,,11.88
1990,Tunisia,,,58.866457815475606,,,47.010000000000005,,,13.46
1995,Tunisia,,,60.6869451237255,,,49.0,,,12.5
2000,Tunisia,,,60.1073107538866,,,48.8,,,12.9
2005,Tunisia,,,56.7939624397102,,,45.55,,,14.510000000000002
2010,Tunisia,,,54.5749504704552,,,42.77,,,15.44
2015,Tunisia,,,52.7589989566753,,,41.370000000000005,,,16.61
1987,Turkey,,,67.8729882727112,,,59.68,,,10.5
1994,Turkey,,,63.6652089676609,,,54.72,,,12.14
2003,Turkey,,,62.9889185256861,,,54.56999999999999,,,12.73
2004,Turkey,,,61.6411158061272,,,52.71,,,13.26
2005,Turkey,,,59.4491574358495,,,50.2,,,14.17
2006,Turkey,,,58.3235469028949,,,49.220000000000006,,,14.8
2007,Turkey,,,57.686521907828904,,,48.38,,,15.03
2008,Turkey,,,58.5262790593127,,,49.56,,,14.75
2009,Turkey,,,60.136998445033996,,,51.27,,,13.98
2010,Turkey,,,59.2966686875068,,,50.77,,,14.61
